Section,Measure,Unit,Year,Value
Land resources 1,Artifical surfaces 0,Percentage of area,2020,0.17
Land resources 1,Artifical surfaces 0,Percentage of area,2022,0.19
Land resources 1,Water 0,Percentage of area,2010,2.3
Land resources 1,Water 0,Percentage of area,2015,2.24
Land resources 1,Water 0,Percentage of area,2020,2.3
Land resources 1,Water 0,Percentage of area,2022,2.19
Land resources 1,Loss of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2010,2.91
Land resources 1,Loss of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2015,3.21
Land resources 1,Loss of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2020,4.91
Land resources 1,Loss of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2022,4.99
Land resources 1,Gain of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2010,2.93
Land resources 1,Gain of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2015,3.56
Land resources 1,Gain of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2020,4.49
Land resources 1,Gain of natural and semi-natural vegetated land 0,"Percentage of natural and semi-natural land in base period, 2000",2022,4.72
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2009,2.83
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2010,2.38
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2011,2.19
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2012,2.1
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2013,1.9
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2014,2.22
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2015,1.91
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2016,1.89
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2017,2.15
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2018,3.97
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2019,2.25
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2020,2.04
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2021,2.31
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2022,2.61
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2023,1.83
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2009,6.27
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2010,5.22
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2011,6.13
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2012,4.79
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2013,5.04
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2014,4.9
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2015,4.97
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2016,5.16
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2017,5.13
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2018,5.12
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2019,4.88
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2020,5.26
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2021,4.93
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2022,5.21
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2023,4.56
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2024,4.9
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2009,55.88
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2010,56.78
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2011,55.01
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2012,56.39
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2013,56.75
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2014,45.91
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2015,40.89
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2016,42.31
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2017,40.46
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2018,35.27
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2019,33.66
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2020,30.57
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2021,29.65
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2022,28.8
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2023,26.66
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2009,37.15
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2010,37.63
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2011,36.11
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2012,34.84
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2013,33.96
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2014,33.18
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2015,32.53
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2016,32.63
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2017,33.42
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2018,33.54
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2019,34.09
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2020,35.81
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2021,36.08
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2022,36.34
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2023,37.2
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2024,37.48
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2009,8.62
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2010,9.23
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2011,8.92
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2012,6.09
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2013,9.03
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2014,8.88
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2015,10.53
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2016,11.34
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2017,11.89
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2018,12.49
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2019,11.73
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2020,9.65
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2021,12.65
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2022,12.91
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2023,11.4
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2009,56.58
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2010,57.14
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2011,57.76
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2012,60.37
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2013,61.0
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2014,61.92
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2015,62.51
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2016,62.21
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2017,61.44
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2018,61.34
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2019,61.04
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2020,58.92
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2021,58.98
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2022,58.46
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2023,58.23
Frequency of observation: Annual,Value added 1,Percentage of gross value added,2024,57.62
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2009,13.3
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2010,12.9
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2011,11.65
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2012,12.8
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2013,11.83
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2014,12.88
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2015,14.5
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2016,14.57
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2017,13.68
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2018,15.11
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2019,15.22
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2020,18.33
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2021,19.28
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2022,20.19
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2023,23.6
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2009,19.37
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2010,18.71
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2011,22.22
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2012,22.62
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2013,20.49
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2014,30.12
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2015,32.16
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2016,29.9
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2017,31.82
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2018,33.15
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2019,37.14
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2020,39.4
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2021,36.12
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2022,35.49
Frequency of observation: Annual,Energy consumption 2,Percentage of energy consumption,2023,36.5
